,41,制限,せいげん,제한,書き取り,2025/09/25,コスンミン
重複削除,42,,,,書き取り,2025/09/25,コスンミン
,43,見落とす,みおとす,"간과하다
注意せずに見逃してしまうこと。気づかないまま重要な点を取り逃す意味を持つ。",書き取り,2025/09/25,チェユジン
,44,合計,ごうけい,"합계
いくつかの数や金額などを合わせた総計。全部を足し合わせた結果を指す。",書き取り,2025/09/25,チェユジン
,45,振込,ふりこみ,"입금→이체
銀行口座などを通じて、ある口座から別の口座へお金を送ること。",書き取り,2025/09/25,チェユジン
,46,取り扱い,とりあつかい,"취급처리
物事や品物を処理したり対応したりすること。また、物を扱う方法や態度を指す。",書き取り,2025/09/25,チェユジン
,47,復旧,ふっきゅう,복구,書き取り,2025/09/26,いジョンハ
,48,将来,しょうらい,장래,書き取り,2025/09/26,いジョンハ
,49,保守,ほしゅ,보수,書き取り,2025/09/26,いジョンハ
,50,拡張,かくちょう,확장,書き取り,2025/09/26,いジョンハ
,51,復旧,ふっきゅう,복구,書き取り,2025/09/26,コスンミン
,52,監視,かんし,감시,書き取り,2025/09/26,コスンミン
,53,移行,いこう,이행,書き取り,2025/09/26,コスンミン
,54,要求,ようきゅう,"요구
必要なこととして相手に求めること。また、その内容。強い願いや条件を提示する場合にも用いられる。",書き取り,2025/09/26,チェユジン
,55,推進,すいしん,"추진
物事を前へ進めること。特に計画や事業を積極的に進行させる意味で使われる。",書き取り,2025/09/26,チェユジン
,56,臨時,りんじ,"임시
通常や定例ではなく、その場限りで設けられること。特別に一時的に行われる場合を指す。",書き取り,2025/09/26,チェユジン
,57,容易さ,よういさ,"용이함
行うのが簡単で、手間や困難が少ない性質。やさしくできること。",書き取り,2025/09/26,チェユジン
,58,売上,うりあげ,"매상, 매출, 매상고, 판매액.",書き取り,2025/09/26,ゴヒョンビン
,59,グレード,ぐれーど,"그레이드, 등급, 계급, 정도.",書き取り,2025/09/26,ゴヒョンビン
,60,移行性,いこうせい,"이행, 바뀜, 다른 상태로 옮아가는 것. (=うつりゆき)",書き取り,2025/09/26,ゴヒョンビン
,61,少々お待ちください,しょうしょうおまちください,,先生,2025/09/26,加藤（必須）
,62,満たす,みたす,채우다,書き取り,2025/09/29,イジョンハ
,63,区分け,くわけ,,書き取り,2025/09/29,ソウハク
,64,紐づける,ひもづける,二つ以上の事柄の間につながりをもたせる,書き取り,2025/09/29,ソウハク
,65,範囲,はんい,범위,書き取り,2025/09/29,イジョンハ
,66,留意,りゅうい,,書き取り,2025/09/29,ソウハク
,67,規模,きぼ,규모,書き取り,2025/09/29,イジョンハ
,68,ひとえに,,"한결같이,오로지",書き取り,2025/09/29,ゴヒョンビン
,69,体制,たいせい, 체제,書き取り,2025/09/29,ゴヒョンビン
,70,敢えて,あえて,"감히,굳이,무리하게",書き取り,2025/09/29,ゴヒョンビン
,71,極端,きょくたん,극단적,書き取り,2025/09/29,イジョンハ
,72,ミドルウェア,,미들웨어,書き取り,2025/09/30,ソウハク
,73,方針,ほうしん,방침,書き取り,2025/09/30,イジョンハ
,74,接続,せつぞく,접속,書き取り,2025/09/30,イジョンハ
,75,部位,ぶい,부위,書き取り,2025/09/30,イジョンハ
,76,目線,めせん,"1.눈길, 시선(視線).",書き取り,2025/09/30,ゴヒョンビン
,77,おおまか,,"1.(마음이) 후함, 손이 큼2.대략적임, 대충, 개괄적. (=おおざっぱ)",書き取り,2025/09/30,ゴヒョンビン
重複削除,78,,,,書き取り,2025/09/30,ゴヒョンビン
,79,入出力系,にゅうしゅつりょくけい,"입출력계
コンピュータやシステムにおいて、情報を外部から受け入れる「入力」と、処理した結果を外部に出す「出力」に関わる仕組みや機能の総称。",書き取り,2025/09/30,チェユジン
,80,概要,がいよう,"개요 
物事の大まかな内容や全体のあらまし。細部を省いて、全体像を簡潔にまとめたもの。",書き取り,2025/09/30,チェユジン
,81,参照,さんしょう,"참조
必要な情報を得るために、他の資料やデータなどを照らし合わせて見ること。",書き取り,2025/09/30,チェユジン
,82,お時間をいただき、誠にありがとうございました。,おじかんをいただき、まことにありがとうございました。,,先生,2025/09/30,加藤（必須）
,83,候補,こうほ,,面接練習,2025/10/01,ソウハク
,84,便宜上,べんぎじょう,ある目的に対して、より簡単で、やりやすいように、その場の都合を優先して取り決めたり、行動したりする際に使われる言葉です。,書き取り,2025/10/01,ソウハク
,85,均質,きんしつ,ある物・事のどの部分をとっても、性質が平均し、むらがないこと。,書き取り,2025/10/01,ソウハク
,86,バラつく,,"들쭉날쭉하다, 흩어지다, 고르지 않다
状態や数値などが揃わず、一定でなくなること。結果や形がばらばらになって安定しない様子を表す。",書き取り,2025/10/01,チェユジン
,87,沿って,そって,"~에 따라
ある基準や方向に従って、または寄り添うように進むこと。規則・方針・道筋などに従う意味を持つ。",書き取り,2025/10/01,チェユジン
,88,いずれにせよ,,"어쨌든
どちらにしても、結論や結果は変わらないという意味を持つ表現。",書き取り,2025/10/01,チェユジン
,89,保つ,たもつ,"유지하다
ある状態や関係を変えずに続けること。壊れたり失われたりしないように維持すること。",書き取り,2025/10/01,チェユジン
,90,組織,そしき,조직,書き取り,2025/10/01,イジョンハ
,91,仕組み,しくみ,짜임새,書き取り,2025/10/01,イジョンハ
,92,適する,てきする,알맞다,書き取り,2025/10/01,イジョンハ
,93,依頼,いらい,의뢰,書き取り,2025/10/01,
,94,細かな,こまかな,"자상한 모양, 세세한 모양. (→こまかい)",書き取り,2025/10/01,
,95,保守,ほしゅ,보수,書き取り,2025/10/01,
,96,定石,じょうせき,정석、物事を処理する時の、決まった仕方,書き取り,2025/10/02,ソウハク
,97,網羅,もうら,망라,書き取り,2025/10/02,ソウハク
,98,極論,きょくろん,"극론, 極端にかたよった議論",書き取り,2025/10/02,ソウハク
,99,上辺,うわべ,"표면, 表面、外見、見かけ",書き取り,2025/10/02,ソウハク
重複削除,100,,,,書き取り,2025/10/02,ゴヒョンビン
,101,手法,しゅほう,"1.수법; 기교; (특히, 예술 작품의) 표현 기법",書き取り,2025/10/02,ゴヒョンビン
,102,名称,めいしょう,"명칭. (=呼び名, 名前)",書き取り,2025/10/02,ゴヒョンビン
,103,多々,たた,数や程度が非常に多いさまを表す言葉,書き取り,2025/10/02,ソウハク
,104,環境,かんきょう,환경,書き取り,2025/10/02,イジョンハ
,105,台数,だいすう ,대수,書き取り,2025/10/02,イジョンハ
,106,同等,どうとう,동등,書き取り,2025/10/02,イジョンハ
,107,同義,どうぎ,"동의, 같은 뜻. (↔異義)",書き取り,2025/10/03,ゴヒョンビン
,108,委託,いたく,"위탁, 일을 남 또는 타 기관에 의뢰함.",書き取り,2024/10/03,ゴヒョンビン
,109,検収,けんしゅう,"검수, 물품의 수량·종류 등을 확인하고 수령함.",書き取り,2025/10/03,ゴヒョンビン
,111,総合,そうごう,총합,書き取り,2025/10/03,イジョンハ
,112,妨害,ぼうがい,방해,書き取り,2025/10/03,イジョンハ
,113,観点,かんてん,관점,書き取り,2025/10/03,イジョンハ
重複削除,114,,,,書き取り,2025/10/03,イジョンハ
,115,ご要望の件、承ります。,ごようぼうのけん、うけたまわります。,,先生,2025/10/03,加藤（必須）
重複削除,116,名称,めいしょう,"명칭. (=呼び名, 名前)",書き取り,2025/10/06,ゴヒョンビン
,117,念入り,ねんいり,"매우 조심함, 정성 들임, 공들임, 꼼꼼함.",書き取り,2025/10/6,ゴヒョンビン
,118,至難,しなん,"지난, 극히 어려움.",書き取り,2025/10/06,ゴヒョンビン
,119,銘ずる,めいずる,명심하다.,書き取り,2025/10/6,イジョンハ
,120,階段,かいだん,계단,書き取り,2025/10/6,イジョンハ
,121,誤った,あやまった,잘못한,書き取り,2025/10/6,イジョンハ
,122,並行,へいこう,1.병행.2.나란히 감.3.동시에 행해짐.,書き取り,2025/10/07,ゴヒョンビン
,123,複数回,ふくすうかい,여러번,書き取り,2025/10/07,ゴヒョンビン
,124,接続先,せつぞくさき,접속처,書き取り,2025/10/07,ゴヒョンビン
,125,加わる,くわわる,“무언가에 더해지다” “참가하다” “끼어들다,書き取り,2025/10/07,ゴヒョンビン
,126,切り替え,きりかえ,바꿔침,書き取り,2025/10/07,イジョンハ
,127,構築,こうちく,구축,書き取り,2025/10/07,イジョンハ
,128,実施,じっし,실시,書き取り,2025/10/07,イジョンハ
,129,ご説明を差し上げます,ごせつめいをさしあげます,,先生,2025/10/07,加藤（必須）
,130,注釈,ちゅうしゃく,"주석, 주해. (=注, 注解)",勉強,2025/10/08,ゴヒョンビン
,131,割り当て,わりあて,"할당, 배당, 분담.",勉強,2025/10/08,ゴヒョンビン
,132,宛先,あてさき,"수신인, 수취인, 수신처, 수신인의 주소 (성명).",勉強,2025/10/08,ゴヒョンビン
,133,お手すきの際にご確認ください。,おてすきのさいにごかくにんください,편하실 때 확인해 주십시오.,先生,2025/10/09,加藤（必須）
,134,醸す,かもす,술이나 간장을 빚다,ニュース,2025/10/10,ゴヒョンビン
,135,物議,ぶつぎ,"세간의 논란, 비판 여론",ニュース,2025/10/10,ゴヒョンビン
,136,一見,いっけん,"잠깐 보기에”, “언뜻 보면”",ニュース,2025/10/10,ゴヒョンビン
,137,締結,ていけつ,"例：労働協約を―する, 체결",書き取り,2025/10/10,ソウハク
,138,監査,かんさ,"監督し検査すること。, 감사",書き取り,2025/10/10,ソウハク
,139,関連,かんれん,관련,書き取り,2025/10/10,イジョンハ
,140,資産,しさん,자산,書き取り,2025/10/10,イジョンハ
,141,改修,かいしゅう,개수.수리,書き取り,2025/10/10,イジョンハ
,142,電源,でんげん,전원,書き取り,2025/10/10,イジョンハ
,143,実績,じっせき,"実際の功績・成果, 실적",書き取り,2025/10/14,ソウハク
,144,下流,かりゅう,下の階級。下層。하류,書き取り,2025/10/14,ソウハク
,145,短縮,たんしゅく,"時間・距離・規模などを短く縮めること。, 단축",書き取り,2025/10/14,ソウハク
,146,損益,そんえき,「損失」と「利益」손익,書き取り,2025/10/14,ソウハク
,147,学んだ知識を実務で活かしたいです。,まなんだちしきをじつむでいかしたいです。,배운 지식을 실무에서 활용하고 싶습니다.,先生,2025/10/14,加藤（必須）
,148,態勢 ,たいせい,태세,ニュース,2025/10/15,ゴヒョンビン
,149,徐々に,じょじょに,서서히,ニュース,2025/10/15,ゴヒョンビン
,150,浮き彫りになる,うきぼりになる,부각이되다,ニュース,2025/10/15,ゴヒョンビン
,151,爆発的,ばくはつてき,폭발적,書き取り,2025/10/15,イジョンハ
重複削除,152,,,,書き取り,2025/10/15,イジョンハ
重複削除,153,,,,書き取り,2025/10/15,イジョンハ
,154,色濃い,いろこい,어떤 경향이 심하다,書き取り,2025/10/16,イジョンハ
,155,要素,ようそ,요소,書き取り,2025/10/16,イジョンハ
,156,王道,おうどう,왕도,書き取り,2025/10/16,イジョンハ
,157,汎用的,はんようてき,"범용,널리 사용함",講義,2025/10/16,ゴヒョンビン
,158,メンテナンス,,건물·기계 등의 관리[보수]·유지.,講義,2025/10/16,ゴヒョンビン
,159,行目,ぎょうめ,행목(몇 번째 줄),講義,2025/10/16,ゴヒョンビン
,160,上映,じょうえい,상영,ニュース,2025/10/16,
,161,責任を持って最後までやり遂げます。,せきにんをもってさいごまでやりとげます。,,先生,2025/10/17,加藤（必須）
,162,腕を見せる,うでをみせる,(비유)실력을 보여주다,会話,2025/10/17,ゴヒョンビン
,163,恐縮,きょうしゅく,"감사함, 미안함, 송구스러움 등의 감정이 복합적으로 담긴 정중한 표현.
感謝、申し訳ない、申し訳ないなどの感情が複合的に込められた丁寧な表現。",日常,2025/10/17,ミンソンホン
,164,加減,かげん,"정도', '상태'를 의미하며, 특히 요리에서 불 조절이나 간을 맞추는 것을 '火加減 (불 조절)', '塩加減 (간 조절)' 등으로 표현.
「程度」、「状態」を意味し、特に料理で火加減や味付けをすることを「火加減（火加減）」、「塩加減（味加減）」などと表現。",日常,2025/10/17,ミンソンホン
,165,中途半端,ちゅうとはんぱ,"어중간함', '이도 저도 아님'을 의미. 일을 끝맺지 못하고 어중간하게 둔 상태 등을 나타낼 때 사용.
「どちらでもない」の意味。仕事を終わらせないで中途半端に置いた状態などを表す時に使用。",日常,2025/10/17,ミンソンホン
,166,品質,ひんしつ,품질,書き取り,2025/10/18,ミンソンホン
,167,準委,じゅんい,준위,書き取り,2025/10/18,ミンソンホン
,168,契約,けいやく,계약,書き取り,2025/10/18,ミンソンホン
,169,大吉,だいきち,엄청 좋은 운세,日常生活,2025/10/20,ゴヒョンビン
,170,追いつく,おいつく,"따라잡다,도달하다",日常生活,2025/10/20,ゴヒョンビン
,171,からめとる,,"붙잡다,생각이나 마음을 사로잡다",日常生活,2025/10/20,ゴヒョンビン
,172,迅速なご対応、ありがとうございます,じんそくなごたいおう、ありがとうございます,,先生,2025/10/21,加藤（必須）
,173,押し寄せる,おしよせる,밀려들어오다,読解,2025/10/21,ゴヒョンビン
,174,長閑な,のどかな,"한가롭다,평화롭다",読解,2025/10/21,ゴヒョンビン
,175,交渉,こうしょう,교섭,読解,2025/10/21,ゴヒョンビン
,176,互角だ,ごかくだ,"호각을다투다,비슷하다",読解,2025/10/21,ゴヒョンビン
,177,文明,ぶんめい,문명,読解,2025/10/21,ゴヒョンビン
,178,ブラッシュアップ,,「磨きをかける」「より良くする」「完成度を高める」,書き取り,2025/10/22,ソウハク
,179,ヨーロッパ風,よーろっぱふう,유럽풍,ニュース,2025/10/22,ゴヒョンビン
,180,工面する,くめんする,마련하다,ニュース,2025/10/22,ゴヒョンビン
,181,浸す,ひたす,"(액체에)담그다,적시다",ニュース,2025/10/22,ゴヒョンビン
,182,斡旋,あっせん,第三者が当事者間の間に入り、話し合いを促進して紛争解決を図る手続き,ニュース,2025/10/22,ソウハク
,183,仇桜/徒桜,あだざくら,はかなく散る桜。 散りやすい桜。 また、はかないもののたとえ。,歌,2025/10/22,ソウハク
,184,絵空事,えそらごと,現実にはありえないこと、でたらめなこと、または、誇張されていて現実離れした事柄,歌,2025/10/22,ソウハク
,185,個々,ここ,一つ一つ、一個一個、一人一人,書き取り,2025/10/22,ゴヒョンビン
,186,上述,じょうじゅつ,上に書いているもの,書き取り,2025/10/22,ゴヒョンビン
,187,相互,そうご,お互いに、相手との間に、双方向で：상호,書き取り,2025/10/22,ゴヒョンビン
,188,難易度,なんいど,物事のむずかしさや、たやすさの程度,書き取り,2025/10/22,ゴヒョンビン
,189,皮肉な,ひにくな,"비꼬는,역설적인",読解,2025/10/23,ゴヒョンビン
,190,情景,じょうけい,"정경,풍경",読解,2025/10/23,ゴヒョンビン
,191,目に浮かぶ,めにうかぶ,눈에 아른거리다,読解,2025/10/23,ゴヒョンビン
,192,結論から申し上げます,けつろんからもうしあげます,,先生,2025/10/24,加藤（必須）
,193,妨げる,さまたげる,"방해하다, 지장을 주다.2.(‘…を妨げない’의 꼴로) 허락의 뜻을 나타냄.",読解,2025/10/27,ゴヒョンビン
,194,定説,ていせつ,"정설, 확정된 설, 정론. (=定論)",読解,2025/10/27,ゴヒョンビン
,195,覆す,くつがえす,"1.뒤엎다, 뒤집어엎다.2.위아래를 거꾸로 바꾸어 놓다. (=ひっくり返す)",読解,2025/10/27,ゴヒョンビン
,196,判断,はんだん,판단,書き取り,2025/10/27,ミンソンホン
,197,定義,ていぎ,정의,書き取り,2025/10/27,ミンソンホン
,198,考慮,こうりょ,고려,書き取り,2025/10/27,ミンソンホン
,199,朗らかな,ほがらかな,1.쾌활[명랑]한 모양.2.(날씨가) 쾌청한 모양.,読解,2025/10/28,ゴヒョンビン
,200,染み込む,しみこむ,"깊이 스며들다, 배어들다.",読解,2025/10/28,ゴヒョンビン
,201,素材,そざい,"1.소재.2.바탕이 되는 재료, 원료.3.예술 작품의 제재.",読解,2025/10/28,ゴヒョンビン
,202,水をはじく,みずをはじく,물을 튀기다,読解,2025/10/28,ゴヒョンビン
,203,煙たがる,けむたがる,"1.내워하다. (=けむがる)2.거북하게 여기다, 어려워하다.",読解,2025/10/28,ゴヒョンビン
,204,未来永劫,みらいえいごう,미래영겁,書き取り,2025/10/28,ミンソンホン
,205,意図,いと,의도,書き取り,2025/10/28,ミンソンホン
,206,縛り,しばり,"묶음, 약정, 의무 계약 기간 （＝2年縛り）",日常,2025/10/28,ミンソンホン
,207,業務の品質向上に努めてまいります。,ぎょうむのひんしつこうじょうにつとめてまいります,,先生,2025/10/29,加藤（必須）
,208,素案,そあん,検討のための素材として作られた案、考え,,2025/10/29,ソウハク
,209,改訂,かいてい,述べ方、また、述べてある内容を、直し改めること,,2025/10/29,ソウハク
,210,深堀,ふかぼり,深く掘り下げること。また、比喩。,,2025/10/29,ソウハク
,211,宙に浮く,ちゅうにうく,物事が決まらず、はっきりしない状態になること : 중단 상태가 되다.,読解,2025/10/29,ゴヒョンビン
,212,金銭トラブル,きんせんとらぶる,お金に関する問題や揉め事 : 금전 트러블,読解,2025/10/29,ゴヒョンビン
,213,マウントをとる,まうんとをとる,自分の方が優れていると見せつけるような言動をすること:우위를 점하다,ドラマ,2025/10/29,ゴヒョンビン
,214,管理,かんり,관리,書き取り,2025/10/29,ミンソンホン
,215,個別,こべつ,개별,書き取り,2025/10/29,ミンソンホン
,216,俯瞰,ふかん,부감,書き取り,2025/10/29,ミンソンホン
,217,省かれる,はぶかれる,省略される: 생략하다,Youtube,2025/10/30,ゴヒョンビン
,218,紛れる,まぎれる,混じる、Ex.人ごみに紛れて見えない: 혼동되다,読解,2025/10/30,ゴヒョンビン
,219,紛らす,まぎらす,慰める、Ex.気を紛らす:숨기다,読解,2025/10/30,ゴヒョンビン
,220,構成,こうせい,구성,書き取り,2025/10/30,ミンソンホン
,221,整数,せいすう,정수,書き取り,2025/10/30,ミンソンホン
,222,違約金,いやくきん,위약금,日常,2025/10/30,ミンソンホン
,223,要件を明確にする,ようけんをめいかくにする,,先生,2025/10/31,加藤（必須）
,224,透明性,とうめいせい,투명성,プロジェクト,2025/12/09,チョンジェファン
,225,推移,すいい,추이,プロジェクト,2025/12/09,チョンジェファン
,226,基軸,きじく,기축,プロジェクト,2025/12/09,チョンジェファン
,227,孤独,こどく,고독,プロジェクト,2025/12/09,チョンジェファン
,228,尺度,しゃくど,"척도,기준",自習,2025/12/09,ゴヒョンビン
,229,身をもって実感,みをもってじっかんする,몸소 실감하다,自習,2025/12/09,ゴヒョンビン
,230,俯瞰系,ふかんけい,부감계(전체를 위에서 내려다 보는 느낌),書き取り,2025/12/09,ゴヒョンビン
,231,進捗,しんちょく,진척(일의 진행상태),プロジェクト,2025/12/10,ファンジホ
,232,認証,にんしょう,인증,プロジェクト,2025/12/10,ファンジホ
,233,基本機能,きほんきのう,기본기능,プロジェクト,2025/12/10,ファンジホ
,234,拡張機能,かくちょうきのう,확장기능,プロジェクト,2025/12/10,ファンジホ
,235,分析,ぶんせき,분석,プロジェクト,2025/12/10,ファンジホ
,236,所在,しょざい,소재,プロジェクト,2025/12/10,ファンジホ
,237,不明確,ふめいかく,불명확,プロジェクト,2025/12/10,ファンジホ
,238,収集,しゅうしゅう,수집,プロジェクト,2025/12/10,ファンジホ
,239,最優先,さいゆうせん,최우선,プロジェクト,2025/12/10,ファンジホ
,240,カスタマイズ,,커스터마이즈,プロジェクト,2025/12/10,ファンジホ
,241,対象,たいしょう,대상,プロジェクト,2025/12/10,ファンジホ
,242,差別化,さべつか,차별화,プロジェクト,2025/12/10,ファンジホ
,243,要件定義,ようけんていぎ,요건정의 ,プロジェクト,2025/12/10,ファンジホ
,244,構成,こうせい,구성 ,プロジェクト,2025/12/10,ファンジホ
,245,構築,こうちく,구축,プロジェクト,2025/12/10,ファンジホ
,246,主要,しゅよう,주요 ,プロジェクト,2025/12/10,ファンジホ
,247,短期,たんき,단기 ,プロジェクト,2025/12/10,ファンジホ
,248,長期,ちょうき,장기 ,プロジェクト,2025/12/10,ファンジホ
,249,業務率,ぎょうむりつ,업무율,プロジェクト,2025/12/10,ファンジホ
,250,削減,さくげん,삭감 ,プロジェクト,2025/12/10,ファンジホ
,251,展望,てんぼう,전망,プロジェクト,2025/12/10,ファンジホ
,252,様相,ようそう,"모습,모양",自習,2025/12/10,ゴヒョンビン
,253,疎結合,そけつごう,소결합(결합이 느슨한 상태),自習,2025/12/10,ゴヒョンビン
,254,近隣,きんりん,"근린, 가까운 이웃",プロジェクト,2025/12/10,チョンジェファン
,255,推奨,すいしょう,"추장, 추천하여 장려함, 좋은 것이라며 권함",プロジェクト,2025/12/10,チョンジェファン
,256,厳守,げんしゅ,엄수,プロジェクト,2025/12/10,チョンジェファン
,257,遵守,じゅんしゅ,준수,プロジェクト,2025/12/10,チョンジェファン
,258,相互,そうご,상호,プロジェクト,2025/12/10,チョンジェファン
,259,一致,いっち,일치,プロジェクト,2025/12/10,チョンジェファン
,260,把握,はあく,파악,プロジェクト,2025/12/10,チョンジェファン
,261,権限,けんげん,권한,プロジェクト,2025/12/10,チョンジェファン
,262,履歴,りれき,이력,プロジェクト,2025/12/10,チョンジェファン
,263,一覧,いちらん,일람,プロジェクト,2025/12/10,チョンジェファン
,264,損なわれる,そこなわれる,손상되다,プロジェクト,2025/12/10,チョンジェファン
,265,創造,そうぞう,창조,プロジェクト,2025/12/10,チョンジェファン
,266,制裁,せいさい,제재,プロジェクト,2025/12/10,チョンジェファン
,267,設ける,もうける,"마련하다, 만들다, 설치하다",プロジェクト,2025/12/10,チョンジェファン
,268,補う,おぎなう,"보충하다, 변상하다",プロジェクト,2025/12/10,チョンジェファン
,269,抑制,よくせい,억제,プロジェクト,2025/12/10,チョンジェファン
,270,促進,そくしん,촉진,プロジェクト,2025/12/10,チョンジェファン
,271,排除,はいじょ,배제,プロジェクト,2025/12/10,チョンジェファン
,272,軽減,けいげん,경감,プロジェクト,2025/12/10,チョンジェファン
,273,蓄積,ちくせき,축적,プロジェクト,2025/12/10,チョンジェファン
,274,創出,そうしゅつ,창출,プロジェクト,2025/12/10,チョンジェファン
,275,簡潔,かんけつ,간결함,プロジェクト,2025/12/10,チョンジェファン
,276,却下,きゃっか,"각하, 채택하지 않고 되돌려 보내는 것",プロジェクト,2025/12/10,チョンジェファン
,277,措置,そち,조치,プロジェクト,2025/12/10,チョンジェファン
,278,制御,せいぎょ,제어,プロジェクト,2025/12/10,チョンジェファン
,279,仕様を確認しながら、影響範囲を考慮して対応しました。,しようをかくにんしながら、えいきょうはんいをこうりょしてたいおうしました。,,先生,2025/12/26,加藤（必須）
,280,逃れる,のがれる,벗어나다 / 피하다,問題集,2026/01/09,加藤
,281,考慮する,こうりょする,고려하다,問題集,2026/01/09,加藤
,282,遮る,さえぎる,가로막다 / 차단하다,問題集,2026/01/09,加藤
,283,根拠,こんきょ,근거,問題集,2026/01/09,加藤
,284,肝心,かんじん,중요함 / 핵심,問題集,2026/01/09,加藤
,285,会話が弾む,かいわがはずむ,대화가 잘 통하다 / 대화가 활발해지다,問題集,2026/01/09,加藤
,286,実情,じつじょう,실정,問題集,2026/01/09,加藤
,287,実況,じっきょう,실황 / 실시간 중계,問題集,2026/01/09,加藤
,288,実権,じっけん,실권,問題集,2026/01/09,加藤
,289,実在,じつざい,실재,問題集,2026/01/09,加藤
,290,玄人,くろうと,전문가 / 프로,問題集,2026/01/09,加藤
,291,巨匠,きょしょう,거장,問題集,2026/01/09,加藤
,292,逸材,いつざい,인재 / 뛰어난 인물,問題集,2026/01/09,加藤
,293,不穏,ふおん,불온함 / 불안정함,問題集,2026/01/09,加藤
,294,不当,ふとう,부당,問題集,2026/01/09,加藤
,295,不備,ふび,미비,問題集,2026/01/09,加藤
,296,不順,ふじゅん,불순,問題集,2026/01/09,加藤
,297,回復,かいふく,회복,問題集,2026/01/09,加藤
,298,修復,しゅうふく,복구 / 수리,問題集,2026/01/09,加藤
,299,復興,ふっこう,부흥 / 재건,問題集,2026/01/09,加藤
,300,復旧,ふっきゅう,복구,問題集,2026/01/09,加藤
,301,深み,ふかみ,깊이 / 깊은 맛,問題集,2026/01/09,加藤
,302,強み,つよみ,강점,問題集,2026/01/09,加藤
,303,高み,たかみ,높은 경지,問題集,2026/01/09,加藤
,304,重み,おもみ,무게감 / 중요성,問題集,2026/01/09,加藤
,305,安全性を考慮する,あんぜんせいをこうりょする,안전성을 고려하다,問題集,2026/01/20,加藤
